id,title,score,stars,content
3395373,蝙蝠侠：黑暗骑士崛起,5,728,我绝逼无法忍受四十天的剧透所以果断去小破岛看掉了！OH MY GOD！Kneel before the Nolans！之前不看trailer采访TV花絮什么的果然是对的，不然惊喜都没了！I just can't find even one appropriate word to describe it. The epic ending of the Batman trilogy！！！这么一比较妇联好幼稚≧▽≦
3395373,蝙蝠侠：黑暗骑士崛起,4,182,"""当你一个人行动时，戴上面具，这不是为你自己，而是为你心爱的人。"" 影片前一个半小时略显平淡冗长，还好最后一个小时各种决战、逆袭反转和揭秘，非常提神和过瘾，高潮一直持续到影片最后一秒…Nolan, Rise!!!"
3395373,蝙蝠侠：黑暗骑士崛起,3,390,從《Inception》開始認清Nolan並非一位類型片作者，而《騎士崛起》只是佐證了這一看法而已。唯一可稱道的是他仍在嘗試用drama而非“奇觀”敘事，但在那drama裡人物的完整性常被忽略，取而代之的依然是獵奇的“結構”（如本片末尾最終boss的扭橋逆轉），他的走俏是”通俗“而非”電影“的勝利
3395373,蝙蝠侠：黑暗骑士崛起,4,102,算不得神作，但诺兰的黑暗骑士依旧轻松甩出其他的超级英雄电影几条街，对照着美国当下的社会现实别有一番滋味。最大的优点就是情感力量充沛，依旧有一些让人印象深刻的牛X台词，中段角色的口才个个了得，情节确实有点散，剪辑有点审美疲劳，配乐很棒却也有点刻意煽情，小囧差点成好基友罗宾。★★★★
3395373,蝙蝠侠：黑暗骑士崛起,4,5,=。= 纯给Bale......
3395373,蝙蝠侠：黑暗骑士崛起,5,461,为了给哥谭带来光明和希望，他不惜撒一个弥天大谎，为哈维·丹特背锅。哈维·丹特成为了哥谭的光明骑士，他却成了恶魔。当法律和道德不完善的时候，它们不但无法伸张正义，反而成了枷锁，约束了好人，让罪犯逍遥法外。但他愿意替他人承担罪责，让他人保住名誉和清白。因为他不仅仅是想当一个英雄，他想比英雄做得更多。《黑暗骑士》的立意和深度已经是超英片中的佼佼者，在你以为《黑暗骑士崛起》很难有所创新的时候，诺兰又玩出了新花样：谎言能隐瞒一时，但永远是隐患。哥谭暂时的和平是建立在谎言之上的，迟早会成为反派攻击人们的武器。阿福何曾不是英雄？他的言行的确会让布鲁斯·韦恩因此而恨他，但同时也能让他继续活下去。戈登也是如此。谁都能做英雄，即使他做的事很简单，比如给一个小男孩披上外套让他安心，让他知道生活还在继续。
3395373,蝙蝠侠：黑暗骑士崛起,2,339,我很怕諾蘭只剩交叉剪接...
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],429,哥谭市的文化大革命。
3395373,蝙蝠侠：黑暗骑士崛起,3,144,好看的好莱坞大片，但却绝不是合格的诺兰电影。随着主题而逐渐庞大的故事格局严重缺乏细节逻辑情感支撑，诺兰显然忙着给三部曲画句号顾此失彼，这也直接导致高潮部分摇摇欲坠站不住脚，而片中几处剪辑失控更是让人错愕。
3395373,蝙蝠侠：黑暗骑士崛起,5,231,完美的终章。这是一部可以让我回忆起当初我是怎么喜欢上电影的电影。
3395373,蝙蝠侠：黑暗骑士崛起,3,106,在美国超级英雄类型电影里，这是出类拔萃的一部，却也仅此而已。诺兰的确很优秀，但离杰出尚远，比他好的导演没有一百，也有七八十，粉丝要冷静。
3395373,蝙蝠侠：黑暗骑士崛起,3,1,缺乏tdk结尾那种故事和主旨相互呼应的高潮
3395373,蝙蝠侠：黑暗骑士崛起,3,0,其实还可以啦
3395373,蝙蝠侠：黑暗骑士崛起,3,2,没看出来好看
3395373,蝙蝠侠：黑暗骑士崛起,2,1,01|09|2012@MEGABOX_ZGC w/Sophie
3395373,蝙蝠侠：黑暗骑士崛起,4,1,不及前一部
3395373,蝙蝠侠：黑暗骑士崛起,5,287,当然不及第二部的无与伦比，但这一部说是非常完美也无可厚非，极其强大的卡司是基础，紧锣密鼓的情节全无走神之处。老爷是神，哥谭和我，都需要这样一个英雄，结尾时差点就哭了出来。PS：这部让我完全颠覆了对安妮海瑟薇的印象，要是她的戏份再多点就好了，老湿和囧子非常抢戏啊，反派也迷人。
3395373,蝙蝠侠：黑暗骑士崛起,3,1,情节比较简单。
3395373,蝙蝠侠：黑暗骑士崛起,4,2,4.5 赶着大结局的团圆画面是要守着看春节联欢晚会吗~~！！
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,情节刺激，剧情跌宕，这才是大片
3395373,蝙蝠侠：黑暗骑士崛起,2,0,就感觉蝙蝠侠是只屌丝
3395373,蝙蝠侠：黑暗骑士崛起,5,9,主要是奔着美女跟大叔的气场去的啊~  
3395373,蝙蝠侠：黑暗骑士崛起,3,4,我觉得不好看唉...
3395373,蝙蝠侠：黑暗骑士崛起,3,1,某些镜头忍不住笑场
3395373,蝙蝠侠：黑暗骑士崛起,5,5,其实是部感情片儿中的英雄片中的爱情片儿。 
3395373,蝙蝠侠：黑暗骑士崛起,3,4,为了安妮海瑟薇去看的~~剧情很拖沓……
3395373,蝙蝠侠：黑暗骑士崛起,3,3,不晓得为啥子，就是觉得很一般
3395373,蝙蝠侠：黑暗骑士崛起,3,2,比起出人意料的情节设置，前传2的快节奏和正反两派的短兵相接更得我心。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,太丢人了，最后居然人家讲解我才明白是怎么回事……
3395373,蝙蝠侠：黑暗骑士崛起,3,0,星是打给久违的OLDMAN  跟老戏骨摩根 惊喜是Tom Hardy   
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,没看过前两部的表示还可以
3395373,蝙蝠侠：黑暗骑士崛起,4,0,我觉得不差
3395373,蝙蝠侠：黑暗骑士崛起,3,3,女主角身材太羡慕了
3395373,蝙蝠侠：黑暗骑士崛起,3,2,猫女很不错
3395373,蝙蝠侠：黑暗骑士崛起,5,4,还不错~时不时地蹦出些许惊喜~高帅富变老好心酸|| Marion好迷人|| Hathaway演的那个姐姐碉堡了好嘛!! 不过给好评的最最最关键原因是.. It's free~@爱思把尿儿 嗯对还有全家桶咩哈哈~
3395373,蝙蝠侠：黑暗骑士崛起,2,2,蝙蝠老了   连女人的口味也变了  
3395373,蝙蝠侠：黑暗骑士崛起,3,3,安妮海瑟薇，演的不错。
3395373,蝙蝠侠：黑暗骑士崛起,5,2,因诺兰挽救的
3395373,蝙蝠侠：黑暗骑士崛起,3,4,贝恩出场时凶的一塌糊涂，奈何也只为美人折腰还是恋童癖作祟...不过瘾的打斗不过瘾的剧情，但是蝙蝠侠的御用摩托还是足够拉轰~~亮点嘛，贝恩的配音？－，－
3395373,蝙蝠侠：黑暗骑士崛起,5,0,有点意思，小小悬疑~OHOH
3395373,蝙蝠侠：黑暗骑士崛起,3,6,坑爹的高谭市无产阶级专政。第二部里的人性冲突、善恶是非论全都不见了。只有虚有其表的法国大革命复制，攻破监狱=攻破巴士底狱，审判会议=人民法庭，除了这些形式的东西外，公有制、道德困境等实际东西一个都没有。只有偶尔几句灵光闪现的小聪明台词，诺兰兄弟这个剧本弱爆了。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,远没蜘蛛侠好看啊。买错票，还好影院给换票了。9.3
3395373,蝙蝠侠：黑暗骑士崛起,3,0, 蝙蝠侠，好可怜噢~呜呜
3395373,蝙蝠侠：黑暗骑士崛起,5,1,今年看到现在最好看的电影了
3395373,蝙蝠侠：黑暗骑士崛起,5,1,还是不错的~推荐哦~
3395373,蝙蝠侠：黑暗骑士崛起,4,2,蝙蝠侠老了，管家依旧
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],1,反派人物统治时期是参考文革写的剧本吗？以民主为旗，打倒，审判，巴拉巴拉。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,结尾太扯淡了
3395373,蝙蝠侠：黑暗骑士崛起,3,1,中途有些小困
3395373,蝙蝠侠：黑暗骑士崛起,3,2,我看得充满各种疑惑。。。对于刚把海贼王追完的人来说 欧美的热血已经弱爆了
3395373,蝙蝠侠：黑暗骑士崛起,2,3,为毛我觉得一般，是因为没看前几部看不懂吗？看的没看懂，桥过不去你丫不会坐船吗？各种槽点不屑吐···
3395373,蝙蝠侠：黑暗骑士崛起,3,1,"如果不是fan,这样的英雄主义电影没有太大分别,觉得马马虎虎,甚至有些无聊"
3395373,蝙蝠侠：黑暗骑士崛起,5,0,每一个人都是英雄，黑暗中崛起。最爱激昂的音乐，唯一一部因激动而哭的电影
3395373,蝙蝠侠：黑暗骑士崛起,5,1,不错的终章！
3395373,蝙蝠侠：黑暗骑士崛起,5,2,反正就是好看。。。。。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,中场睡着了。。。
3395373,蝙蝠侠：黑暗骑士崛起,5,0,THE BATMAN！
3395373,蝙蝠侠：黑暗骑士崛起,3,2,真的好一般，跟小丑没得比，结尾敢再蛋疼一点吗？
3395373,蝙蝠侠：黑暗骑士崛起,3,0,又一部让肾上腺素激增的片子
3395373,蝙蝠侠：黑暗骑士崛起,5,0,延续上一部的风格
3395373,蝙蝠侠：黑暗骑士崛起,4,0,下半段的确嗲啊啊啊啊啊 ！！！！哈哈哈哈哈　喜欢
3395373,蝙蝠侠：黑暗骑士崛起,5,1,坚守希望 英雄不死。作为一部传达主题兼并商业的影片是成功的，更多大牌轮番露脸有够惊喜居然让汤姆哈迪这种帅哥只露不到半个脸演大反派!
3395373,蝙蝠侠：黑暗骑士崛起,3,0,后面剧情跟海贼王一样啊！
3395373,蝙蝠侠：黑暗骑士崛起,5,2,小丑难以逾越，但诺兰不会让人失望
3395373,蝙蝠侠：黑暗骑士崛起,5,1,完美谢幕~
3395373,蝙蝠侠：黑暗骑士崛起,3,2,蝙蝠侠弱爆了 就是去看安妮的..
3395373,蝙蝠侠：黑暗骑士崛起,5,0,如果有十星的话，我会给这部8星，给The Dark Knight十一星。Christian Bale越老越有味！Anne的猫女造型实在太正！
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,没有看过其它蝙蝠侠电影，对于反派的信仰表示无法理解。
3395373,蝙蝠侠：黑暗骑士崛起,3,1,前半部几乎睡着 后半部一直在回忆小丑  why so serious？~
3395373,蝙蝠侠：黑暗骑士崛起,4,0,蛮好看的有泪点啊~
3395373,蝙蝠侠：黑暗骑士崛起,3,0,于是一个军队起来了，蓦然想到v字仇杀队。恍惚了一下，有想到了这个杀手不太冷，又恍惚了一下，想到盗梦空间。。。。略。尼玛都是主演
3395373,蝙蝠侠：黑暗骑士崛起,5,0,最后的结局太暖了
3395373,蝙蝠侠：黑暗骑士崛起,4,0,没看过前面几部的遗憾
3395373,蝙蝠侠：黑暗骑士崛起,3,0,十三钗神父
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,阵容强大 意念强大
3395373,蝙蝠侠：黑暗骑士崛起,3,0,各种打。。。。。。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,终于看了，结合现在的形势，赶脚剧情是社会主义与资本主义的大对抗。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,大侠的嘴好性感
3395373,蝙蝠侠：黑暗骑士崛起,5,0,这电视剧不错。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,音效太好像在看4D，看得好累！！
3395373,蝙蝠侠：黑暗骑士崛起,3,0,之前幾部都沒看過，這部的蝙蝠俠真的不會打架，竟然比蜘蛛俠的時間還要長，跟蜘蛛俠打一架的話，估計兩分鐘就被幹掉了！！！就算最後又出來了又有什麽用
3395373,蝙蝠侠：黑暗骑士崛起,3,0,没有看过之前的系列，不过单看这一部来说，还是不错的。有震撼的地方，同样也有失望的地方
3395373,蝙蝠侠：黑暗骑士崛起,5,1,经此一战。今年其他的电影都索然无味了。。。
3395373,蝙蝠侠：黑暗骑士崛起,5,1,耶稣，文革，法国大革命，华尔街
3395373,蝙蝠侠：黑暗骑士崛起,3,0,也米有期待的那么好看～大boss有点惊喜～
3395373,蝙蝠侠：黑暗骑士崛起,5,2,反正就是好看。。。。。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,只有斗勇 没有和小丑那样精彩的斗智 所以欠了些让人看得淋漓尽致的感觉。。不过，自动驾驶的伏笔倒是还不错~~ 他终于过上了娇妻在侧的简单幸福生活。。。毕竟，岁月不饶人啊╮(╯▽╰)╭
3395373,蝙蝠侠：黑暗骑士崛起,3,0,评分怎么会这么高 害我以为多好看 去看了结果一点都不好看 这哪里能叫蝙蝠侠 明明就是戴口罩的胖子是主角啊 莫名其妙的剧情还那么长 伤不起
3395373,蝙蝠侠：黑暗骑士崛起,5,0,THE BATMAN！
3395373,蝙蝠侠：黑暗骑士崛起,5,0,延续上一部的风格
3395373,蝙蝠侠：黑暗骑士崛起,5,1,坚守希望 英雄不死。作为一部传达主题兼并商业的影片是成功的，更多大牌轮番露脸有够惊喜居然让汤姆哈迪这种帅哥只露不到半个脸演大反派!
3395373,蝙蝠侠：黑暗骑士崛起,5,2,小丑难以逾越，但诺兰不会让人失望
3395373,蝙蝠侠：黑暗骑士崛起,5,1,完美谢幕~
3395373,蝙蝠侠：黑暗骑士崛起,4,1,哎，说不上来是什么原因，但是感动了我。还有海瑟薇的小腰身啊~~
3395373,蝙蝠侠：黑暗骑士崛起,4,2,安妮·海瑟薇的身体，极品！
3395373,蝙蝠侠：黑暗骑士崛起,5,0,如果有十星的话，我会给这部8星，给The Dark Knight十一星。Christian Bale越老越有味！Anne的猫女造型实在太正！
3395373,蝙蝠侠：黑暗骑士崛起,5,0,最后的结局太暖了
3395373,蝙蝠侠：黑暗骑士崛起,3,0,3.5美國式的英雄主義很容易猜到情節和結局。安妮海瑟微好美！裡面的武器看起來有點丑...
3395373,蝙蝠侠：黑暗骑士崛起,5,0,这电视剧不错。
3395373,蝙蝠侠：黑暗骑士崛起,5,1,经此一战。今年其他的电影都索然无味了。。。
3395373,蝙蝠侠：黑暗骑士崛起,5,1,耶稣，文革，法国大革命，华尔街
3395373,蝙蝠侠：黑暗骑士崛起,5,2,超赞的电影 and happy night
3395373,蝙蝠侠：黑暗骑士崛起,5,1,高潮迭起， 再精彩不过了
3395373,蝙蝠侠：黑暗骑士崛起,3,0,前戏实在太长，要不是在电影院搁不了快进，我早就4倍速了。。。
3395373,蝙蝠侠：黑暗骑士崛起,3,1,是我感官退化了吗？
3395373,蝙蝠侠：黑暗骑士崛起,3,0,来看女猪脚的···片子太长····
3395373,蝙蝠侠：黑暗骑士崛起,5,1,看得热泪盈眶。
3395373,蝙蝠侠：黑暗骑士崛起,4,1,剧情很跌荡起伏，也是happy ending，喜欢猫女，太帅了~
3395373,蝙蝠侠：黑暗骑士崛起,5,1,没有话说！！！！五星
3395373,蝙蝠侠：黑暗骑士崛起,4,0,"结尾有点坑爹的说，莫名其妙的女淫，还有这个这个韦恩没有死。。。。朱莉so cool,so靓!"
3395373,蝙蝠侠：黑暗骑士崛起,2,2,如果导演不是“诺兰”的话，我可以给三星，但因为是他，我真的很失望，还特意“丢下”老婆一个人跑去电影院看..........
3395373,蝙蝠侠：黑暗骑士崛起,3,0,笑点和吐槽点太多了
3395373,蝙蝠侠：黑暗骑士崛起,5,1,比牛逼和帅更重要的，是一段不为人知的过去，以及隐藏boss，再有就是别人以为你死了其实你没有死……
3395373,蝙蝠侠：黑暗骑士崛起,5,1,"很不错,猫女萌死咧....小帅哥警探....结局真是出人意料....."
3395373,蝙蝠侠：黑暗骑士崛起,4,1,蝙蝠侠还是老了，有些细节有点牵强。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,赞同某位网友说的，可惜了Hardy史诗级的表演，剧情还是让他无法超越Ledger。配乐也是史诗级的。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,于是我决定明天把前两部补了。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,Tom Hardy！！！
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,贝尔老了。后悔没看3D。
3395373,蝙蝠侠：黑暗骑士崛起,5,1,剧情一般 但是阵容超级强大好嘛！！
3395373,蝙蝠侠：黑暗骑士崛起,4,0,美国式英雄大片，好看、精彩，就是主角光环太重，看多了以后，现在气氛再怎么渲染都不觉得紧张有悬念了，反正主角肯定会搞定滴。和平影都的IMAX感觉要比正大好，更为饱满，距离也近。蝙蝠侠情节紧凑，女主很靓，男主鼻子以上酷似梅西，Hans Zimmer的配乐还是一贯的大气磅礴，还是值得起票价的
3395373,蝙蝠侠：黑暗骑士崛起,4,0,槽点众多= =
3395373,蝙蝠侠：黑暗骑士崛起,4,1,导演自身风格很强烈、但是有些憋劲
3395373,蝙蝠侠：黑暗骑士崛起,4,1,大反派做的那些事情不过就是电影版的革命，以人民的名义伤害人民。喜欢罗宾，文艺气质的帅气男生。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,咋说呢，昨晚看到IMDB8.9+24位的期待和今日的观影感受形成了强烈反差，搞得姐不禁开始怀疑是不是自己的智商出了问题。。亮闪闪的卡司啊，金灿灿的导演啊，搞出来的东西一团浆糊。。整场下来记住的只有蝙蝠战车和配乐，再给兢兢业业的哈迪童鞋和养眼的海瑟薇童鞋鼓个小掌。
3395373,蝙蝠侠：黑暗骑士崛起,5,1,喜欢那个大摩托
3395373,蝙蝠侠：黑暗骑士崛起,4,0,原话我不记得了，大概是力量源于对死亡的恐惧。整部电影甜心老师几乎都没露过面····最后发现窝的goddess居然是大boss，兴奋了好一阵~~
3395373,蝙蝠侠：黑暗骑士崛起,3,1,囧瑟夫在里面有打酱油嫌疑。海瑟薇是漂亮。
3395373,蝙蝠侠：黑暗骑士崛起,1,5,看了过一个星期了，怕剧透到现在才写。话说回来，剧透又有什么关系呢？流水片下来的情节，漏洞百出，毫无章法，悬念。真佩服豆瓣，这8.5分是被多少水军灌的啊。1分是逼我给的！
3395373,蝙蝠侠：黑暗骑士崛起,2,2,呵呵。。。超烂的片子居然还得了8.5分
3395373,蝙蝠侠：黑暗骑士崛起,4,1,安妮海瑟薇非常亮；神奇的是看完这电影我才突然意识到“前理解”、“期待视域”的问题在观影这一过程中的重要性，对观众会有不同反应与解读这种现象螺旋式得多了些感悟。
3395373,蝙蝠侠：黑暗骑士崛起,5,0,囧瑟夫最帅！！！
3395373,蝙蝠侠：黑暗骑士崛起,4,0,故事有点慢，时间有点长~~~
3395373,蝙蝠侠：黑暗骑士崛起,4,0,@干爹～～～～～
3395373,蝙蝠侠：黑暗骑士崛起,3,0,贝恩的面具到底需不需要充电呢？是不是要和主席睡了才能上位当主席呢？
3395373,蝙蝠侠：黑暗骑士崛起,5,1,我喜欢女贼
3395373,蝙蝠侠：黑暗骑士崛起,3,0,选择和那个傻逼蜘蛛侠一起上映真是绝妙的选择 你完胜
3395373,蝙蝠侠：黑暗骑士崛起,4,1,蝙蝠侠：安妮女神崛起
3395373,蝙蝠侠：黑暗骑士崛起,4,0,囧瑟夫真的很帅真的很帅好么！！
3395373,蝙蝠侠：黑暗骑士崛起,5,0,我发现我是叔控 嗯
3395373,蝙蝠侠：黑暗骑士崛起,4,0,贝恩的声音一出，我就已经不寒而栗了，爆裂。还有一些场景令人想起文化大革命，荒谬却真实，值得思考。虽然节奏没有那么紧凑，但是近三个小时也不会觉得漫长。可能以后也会有选择的看科幻片了。安妮·海瑟薇，我喜欢的，之一~ 2012年8月31日晚，耀莱。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,想到蝙蝠侠系列就算完结了，有点小伤心。。
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,基莲怎么就那么点镜头，窝不相信爱情了（。
3395373,蝙蝠侠：黑暗骑士崛起,5,1,最早喜欢安妮海瑟薇是在影片（穿普拉达的女王）精彩表演，这部影片中的她越发的迷人，这是我第一次一个人坐在电影院完整的把影片看完，此刻只想用两个字形容观后感，超赞！！
3395373,蝙蝠侠：黑暗骑士崛起,5,1,hero in our heart 。the dark knight rises
3395373,蝙蝠侠：黑暗骑士崛起,3,0,还不错……就是太长了=。=
3395373,蝙蝠侠：黑暗骑士崛起,4,1,演不尽的英雄浪漫主义
3395373,蝙蝠侠：黑暗骑士崛起,4,0,蝙蝠侠老了啊
3395373,蝙蝠侠：黑暗骑士崛起,5,1,嗯，不错，就是蝙蝠侠太矬了~~
3395373,蝙蝠侠：黑暗骑士崛起,4,1,Joseph Gordon-Levitt蛮帅啊
3395373,蝙蝠侠：黑暗骑士崛起,5,1,结局真美好
3395373,蝙蝠侠：黑暗骑士崛起,4,1,大爱安妮海瑟薇。打斗的镜头并不多，中间段无趣的要屎，这个无趣的极限一过，剧情立刻变的相当的精彩。应该会有蝙蝠侠的新生代降临的。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,很不错~~~
3395373,蝙蝠侠：黑暗骑士崛起,5,2,每部的女主角干嘛都那么美!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
3395373,蝙蝠侠：黑暗骑士崛起,4,0,感觉比the dark knight差一些，是因为少了希斯莱杰嘛。。。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,好电影，看电影的时候没有看来得及看2，些许遗憾……
3395373,蝙蝠侠：黑暗骑士崛起,[NULL],0,140分钟的剧情急转 叫醒了无精打采的小只。 只能说音效配乐赋予了更大化的气势
3395373,蝙蝠侠：黑暗骑士崛起,4,0,囧瑟夫是robin的话好期待接下来……
3395373,蝙蝠侠：黑暗骑士崛起,3,1,看来很多人都喜欢他，不过我没童年，从第一部就没看过，也是从《金陵十三钗》才知道他原来演过蝙蝠侠，孤陋寡闻了。哈哈。觉得还行，就是剧情太冗长了。蝙蝠侠也不杀人，他的戏份也不是很多。不是很刺激。
3395373,蝙蝠侠：黑暗骑士崛起,5,2,爆米花电影，第一次让我觉得还是得认真看的
3395373,蝙蝠侠：黑暗骑士崛起,4,0,故事讲的不错。
3395373,蝙蝠侠：黑暗骑士崛起,3,0,个人觉得没什么兴奋点。。玛丽昂闭眼瞬间我就笑喷了！我肿么觉得囧瑟夫的戏份还多些，贝尔是来打酱油的。。。尼玛老湿太可怜了连个正脸都没几个也就算了，最后的形象还完全被降级啊！！。。。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,我终于发现贝尔是还蛮帅的
3395373,蝙蝠侠：黑暗骑士崛起,5,0,好电影，不用看差评。不过其实囧瑟夫刚出现没多久我就猜到他会是谁了，最后居然应验了
3395373,蝙蝠侠：黑暗骑士崛起,4,0,storyline不错~
3395373,蝙蝠侠：黑暗骑士崛起,4,0,摩托车很帅！
3395373,蝙蝠侠：黑暗骑士崛起,5,0,诺兰~
3395373,蝙蝠侠：黑暗骑士崛起,3,1,本来双侠都想给二星，冲着安妮，多给一颗。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,跟前两部相比感觉更像肉搏加科技的对战啊……不过batman这种忍辱负重的英雄就是惹人怜爱啊，贝尔感觉越来越帅了\(^o^)/
3395373,蝙蝠侠：黑暗骑士崛起,4,2,所有心都给安妮和囧瑟夫
3395373,蝙蝠侠：黑暗骑士崛起,3,0,作为一个偷懒的观众，直接跳tone到此部。一个高富帅的个人英雄主义配合了各种白富美，打造出2个半小时的片长。比较敢兴趣的那个地下监狱的所在地，以及可以变来变去的大机车。
3395373,蝙蝠侠：黑暗骑士崛起,5,0,谨以此片 献给那些经历过文化大革命的人们。。。
3395373,蝙蝠侠：黑暗骑士崛起,4,0,还不错~
3395373,蝙蝠侠：黑暗骑士崛起,3,0,想隐喻但又隐喻的不够
3395373,蝙蝠侠：黑暗骑士崛起,4,0,由于缺乏任何背景知识，前40分钟基本上是靠混的，后面打起来了以后发现蝙蝠侠好弱啊，只有装备没有特技
3395373,蝙蝠侠：黑暗骑士崛起,4,0,看完了以后决定一定要把之前几部全部补上！
